	trial	rt	condition	n_distractors
0	1	572.821090647	BB	5
1	1	1552.09112635	BB	10
2	1	2498.25224778	BB	20
3	1	931.552575165	RB	5
4	1	730.67963692	RB	10
5	1	651.55055917	RB	20
6	2	1159.92958096	BB	5
7	2	1512.5325418	BB	10
8	2	2427.37570595	BB	20
9	2	207.268704746	RB	5
10	2	317.07956517	RB	10
11	2	763.635932684	RB	20
12	3	1010.69015697	BB	5
13	3	1450.50930157	BB	10
14	3	1972.35517473	BB	20
15	3	504.743536097	RB	5
16	3	684.955098684	RB	10
17	3	604.416904304	RB	20
18	4	932.454360941	BB	5
19	4	897.671823867	BB	10
20	4	2182.15651875	BB	20
21	4	334.316174001	RB	5
22	4	776.228607806	RB	10
23	4	234.419114701	RB	20
24	5	757.623923704	BB	5
25	5	1411.57418702	BB	10
26	5	1988.7661469	BB	20
27	5	395.803414542	RB	5
28	5	702.689282044	RB	10
29	5	206.819616453	RB	20
30	6	991.758529394	BB	5
31	6	1437.69700478	BB	10
32	6	1472.58531457	BB	20
33	6	483.377868801	RB	5
34	6	788.919586566	RB	10
35	6	532.283169185	RB	20
36	7	1042.00695153	BB	5
37	7	1450.8719959	BB	10
38	7	1895.94192184	BB	20
39	7	52.6290438754	RB	5
40	7	787.513507273	RB	10
41	7	847.196872055	RB	20
42	8	386.462236999	BB	5
43	8	1907.39487238	BB	10
44	8	1421.64458439	BB	20
45	8	678.749771005	RB	5
46	8	803.540342959	RB	10
47	8	469.90958431	RB	20
48	9	1100.91964983	BB	5
49	9	1486.06783757	BB	10
50	9	2272.93761973	BB	20
51	9	382.652825931	RB	5
52	9	479.253859637	RB	10
53	9	891.231731484	RB	20
54	10	922.393235062	BB	5
55	10	1868.92977827	BB	10
56	10	1824.89581904	BB	20
57	10	707.078528433	RB	5
58	10	243.547311793	RB	10
59	10	895.054945066	RB	20
60	11	919.454325084	BB	5
61	11	1515.23850746	BB	10
62	11	2306.08393771	BB	20
63	11	346.589871555	RB	5
64	11	347.430214665	RB	10
65	11	577.459593143	RB	20
66	12	809.493078444	BB	5
67	12	1694.25909112	BB	10
68	12	1978.00439729	BB	20
69	12	862.652822308	RB	5
70	12	321.36946227	RB	10
71	12	296.654517447	RB	20
72	13	1333.02863286	BB	5
73	13	1401.69193386	BB	10
74	13	1979.28812082	BB	20
75	13	470.492148429	RB	5
76	13	405.60125154	RB	10
77	13	413.993256353	RB	20
78	14	728.621524303	BB	5
79	14	1316.35456519	BB	10
80	14	1581.90403759	BB	20
81	14	657.098761832	RB	5
82	14	855.536884084	RB	10
83	14	763.690729752	RB	20
84	15	1432.10483677	BB	5
85	15	1335.67654119	BB	10
86	15	2269.68088575	BB	20
87	15	326.697417149	RB	5
88	15	507.224696909	RB	10
89	15	814.948278572	RB	20
90	16	575.256377283	BB	5
91	16	1398.23812954	BB	10
92	16	1498.94201525	BB	20
93	16	675.488152983	RB	5
94	16	494.914399707	RB	10
95	16	443.592055067	RB	20
96	17	940.247591071	BB	5
97	17	1304.8942374	BB	10
98	17	1835.88837726	BB	20
99	17	370.141275182	RB	5
100	17	125.336997087	RB	10
101	17	99.3185494933	RB	20
102	18	813.88841465	BB	5
103	18	1284.68629718	BB	10
104	18	1987.59264563	BB	20
105	18	581.798464719	RB	5
106	18	540.266132954	RB	10
107	18	184.297845497	RB	20
108	19	884.070301841	BB	5
109	19	1127.4162314	BB	10
110	19	1751.11284085	BB	20
111	19	302.917773302	RB	5
112	19	541.486479102	RB	10
113	19	242.115536735	RB	20
114	20	791.314648068	BB	5
115	20	1471.61967555	BB	10
116	20	1930.78733677	BB	20
117	20	349.251476933	RB	5
118	20	680.140918794	RB	10
119	20	393.895087501	RB	20
