	trial	rt	condition	n_distractors
0	1	1546.16080272	BB	5
1	1	2237.3376426	BB	10
2	1	2082.14753814	BB	20
3	1	1176.38743945	RB	5
4	1	983.814456359	RB	10
5	1	866.062684198	RB	20
6	2	1765.76040806	BB	5
7	2	2018.12903622	BB	10
8	2	1585.43541099	BB	20
9	2	1008.0374307	RB	5
10	2	808.870891219	RB	10
11	2	1091.9670956	RB	20
12	3	554.703130095	BB	5
13	3	2076.12878219	BB	10
14	3	1864.57975942	BB	20
15	3	892.363307194	RB	5
16	3	243.908918678	RB	10
17	3	769.286316094	RB	20
18	4	1391.5503409	BB	5
19	4	1698.57682246	BB	10
20	4	1555.81783858	BB	20
21	4	167.182933818	RB	5
22	4	584.375480225	RB	10
23	4	687.12204011	RB	20
24	5	1519.5550592	BB	5
25	5	2038.25981406	BB	10
26	5	2130.23382688	BB	20
27	5	987.494618315	RB	5
28	5	1401.59463496	RB	10
29	5	598.678607472	RB	20
30	6	1270.06932688	BB	5
31	6	1503.53191627	BB	10
32	6	2542.92567186	BB	20
33	6	676.319056341	RB	5
34	6	1438.40133301	RB	10
35	6	581.641264512	RB	20
36	7	1606.00249053	BB	5
37	7	1870.64301663	BB	10
38	7	1440.19280482	BB	20
39	7	875.552537604	RB	5
40	7	959.850154761	RB	10
41	7	895.173604046	RB	20
42	8	977.786259279	BB	5
43	8	1607.22543371	BB	10
44	8	2015.26627441	BB	20
45	8	160.770772149	RB	5
46	8	721.701914182	RB	10
47	8	959.717043981	RB	20
48	9	2338.92866973	BB	5
49	9	2238.26644961	BB	10
50	9	2875.21558364	BB	20
51	9	591.21684477	RB	5
52	9	170.168852187	RB	10
53	9	1167.43436367	RB	20
54	10	1236.64867184	BB	5
55	10	2098.23828382	BB	10
56	10	2138.75977311	BB	20
57	10	75.2174626757	RB	5
58	10	417.162044231	RB	10
59	10	385.040273465	RB	20
60	11	1174.06765749	BB	5
61	11	1727.41044711	BB	10
62	11	2396.19808738	BB	20
63	11	909.53736339	RB	5
64	11	1671.41387615	RB	10
65	11	977.030485138	RB	20
66	12	799.967506222	BB	5
67	12	2458.15228846	BB	10
68	12	1990.0238451	BB	20
69	12	1412.85904042	RB	5
70	12	1089.97583039	RB	10
71	12	534.800844784	RB	20
72	13	2437.39871154	BB	5
73	13	1537.34876035	BB	10
74	13	2156.86958703	BB	20
75	13	1123.36614587	RB	5
76	13	528.38440945	RB	10
77	13	1878.21480659	RB	20
78	14	1730.15416557	BB	5
79	14	2165.98127051	BB	10
80	14	2065.42175027	BB	20
81	14	682.963733555	RB	5
82	14	1310.56567349	RB	10
83	14	923.101993775	RB	20
84	15	2056.39618951	BB	5
85	15	1542.37689307	BB	10
86	15	2441.85470217	BB	20
87	15	1165.33699743	RB	5
88	15	595.221475063	RB	10
89	15	321.680151857	RB	20
90	16	228.226721601	BB	5
91	16	1604.5783022	BB	10
92	16	2582.15154036	BB	20
93	16	193.481623214	RB	5
94	16	713.720761699	RB	10
95	16	940.515606498	RB	20
96	17	1208.90053438	BB	5
97	17	1224.61489109	BB	10
98	17	1571.41295623	BB	20
99	17	1172.83287647	RB	5
100	17	1002.10535662	RB	10
101	17	1219.44676641	RB	20
102	18	1595.0345403	BB	5
103	18	1730.03970653	BB	10
104	18	1366.41635698	BB	20
105	18	1677.73537066	RB	5
106	18	1205.6659745	RB	10
107	18	574.416469368	RB	20
108	19	981.686803694	BB	5
109	19	1303.07330182	BB	10
110	19	2448.97563243	BB	20
111	19	1342.10107317	RB	5
112	19	604.515552595	RB	10
113	19	1435.48639669	RB	20
114	20	1733.4887487	BB	5
115	20	1911.74758596	BB	10
116	20	1835.55319865	BB	20
117	20	124.323490301	RB	5
118	20	1239.80515807	RB	10
119	20	676.102330631	RB	20
