	trial	rt	condition	n_distractors
0	1	1513.00868011	BB	5
1	1	1881.87893521	BB	10
2	1	2595.74416298	BB	20
3	1	960.336103843	RB	5
4	1	542.093774604	RB	10
5	1	1092.11554888	RB	20
6	2	1802.24708843	BB	5
7	2	1973.00342206	BB	10
8	2	2268.0682763	BB	20
9	2	966.701889264	RB	5
10	2	869.817683128	RB	10
11	2	901.883445469	RB	20
12	3	1494.43074242	BB	5
13	3	2126.69046696	BB	10
14	3	2227.48568062	BB	20
15	3	1347.136642	RB	5
16	3	1177.72966759	RB	10
17	3	919.634905056	RB	20
18	4	1561.8468414	BB	5
19	4	1957.85700681	BB	10
20	4	2520.46442896	BB	20
21	4	1250.83540258	RB	5
22	4	837.883905617	RB	10
23	4	886.86728541	RB	20
24	5	1542.7971122	BB	5
25	5	1901.0420492	BB	10
26	5	2507.78071849	BB	20
27	5	999.911261315	RB	5
28	5	1057.98112553	RB	10
29	5	942.63795317	RB	20
30	6	1507.23849787	BB	5
31	6	1933.1974476	BB	10
32	6	2199.23777835	BB	20
33	6	725.549446261	RB	5
34	6	1087.27577103	RB	10
35	6	1177.2518371	RB	20
36	7	1397.69632943	BB	5
37	7	1623.35742137	BB	10
38	7	2448.71186893	BB	20
39	7	1121.36130321	RB	5
40	7	858.111140518	RB	10
41	7	909.992033023	RB	20
42	8	1547.9266795	BB	5
43	8	1906.51687665	BB	10
44	8	2458.55840802	BB	20
45	8	1182.20034608	RB	5
46	8	622.502980515	RB	10
47	8	1139.03371341	RB	20
48	9	1593.40980212	BB	5
49	9	1624.82848722	BB	10
50	9	2062.41980551	BB	20
51	9	1005.16067911	RB	5
52	9	826.562980308	RB	10
53	9	672.644320331	RB	20
54	10	1410.36632304	BB	5
55	10	1573.79702184	BB	10
56	10	2307.42268262	BB	20
57	10	1241.24612812	RB	5
58	10	965.893002482	RB	10
59	10	1172.61195107	RB	20
60	11	1674.0296298	BB	5
61	11	2074.13411919	BB	10
62	11	2494.10231077	BB	20
63	11	978.67868745	RB	5
64	11	1044.47179848	RB	10
65	11	1012.81847244	RB	20
66	12	1609.05240529	BB	5
67	12	2191.19467312	BB	10
68	12	2512.75979605	BB	20
69	12	1181.81851983	RB	5
70	12	880.866887476	RB	10
71	12	816.151451685	RB	20
72	13	1495.64475352	BB	5
73	13	1899.5724103	BB	10
74	13	2583.21548319	BB	20
75	13	1074.87194384	RB	5
76	13	1016.21932085	RB	10
77	13	893.376363131	RB	20
78	14	1246.65912252	BB	5
79	14	1835.72387613	BB	10
80	14	2391.05110233	BB	20
81	14	1128.80555981	RB	5
82	14	717.610879199	RB	10
83	14	783.922809563	RB	20
84	15	1534.12814841	BB	5
85	15	2201.97593554	BB	10
86	15	2181.48662896	BB	20
87	15	918.57815843	RB	5
88	15	1263.66743538	RB	10
89	15	688.051580433	RB	20
90	16	1184.60763307	BB	5
91	16	1994.37111728	BB	10
92	16	2275.6290733	BB	20
93	16	1088.92793051	RB	5
94	16	1274.52209603	RB	10
95	16	1182.3442053	RB	20
96	17	1439.54854211	BB	5
97	17	2052.8189443	BB	10
98	17	2485.78459863	BB	20
99	17	1067.9332676	RB	5
100	17	1098.82549551	RB	10
101	17	915.857563704	RB	20
102	18	1290.42920216	BB	5
103	18	1861.19040334	BB	10
104	18	2447.28995738	BB	20
105	18	590.820114562	RB	5
106	18	954.725863396	RB	10
107	18	1091.13203442	RB	20
108	19	1530.81479496	BB	5
109	19	1851.30712601	BB	10
110	19	2426.56046891	BB	20
111	19	941.71718167	RB	5
112	19	1093.25992174	RB	10
113	19	1134.31080508	RB	20
114	20	1444.77391161	BB	5
115	20	1719.75752275	BB	10
116	20	2081.77490173	BB	20
117	20	1216.75717416	RB	5
118	20	1077.17373305	RB	10
119	20	957.961916164	RB	20
