	trial	rt	condition	n_distractors
0	1	1443.17881192	BB	5
1	1	1508.88270024	BB	10
2	1	1915.60491367	BB	20
3	1	853.808892005	RB	5
4	1	869.561227424	RB	10
5	1	461.222894034	RB	20
6	2	1175.08967101	BB	5
7	2	1812.50407733	BB	10
8	2	2279.54089511	BB	20
9	2	863.930798794	RB	5
10	2	881.179929266	RB	10
11	2	752.430288591	RB	20
12	3	1115.51969784	BB	5
13	3	1917.18338472	BB	10
14	3	1771.31416916	BB	20
15	3	355.66908565	RB	5
16	3	1100.33655141	RB	10
17	3	653.170723772	RB	20
18	4	1417.32351821	BB	5
19	4	1793.69602849	BB	10
20	4	2353.48678283	BB	20
21	4	1041.41873	RB	5
22	4	907.251628253	RB	10
23	4	962.869004018	RB	20
24	5	1548.01337575	BB	5
25	5	1875.08991705	BB	10
26	5	2030.31007843	BB	20
27	5	1084.74453961	RB	5
28	5	1247.00645312	RB	10
29	5	857.132183244	RB	20
30	6	730.528932762	BB	5
31	6	1975.87183892	BB	10
32	6	2074.47691762	BB	20
33	6	1128.61640763	RB	5
34	6	845.336769267	RB	10
35	6	1048.03142702	RB	20
36	7	1376.89494522	BB	5
37	7	2144.41014871	BB	10
38	7	2098.88080662	BB	20
39	7	715.086474613	RB	5
40	7	636.649592177	RB	10
41	7	544.36674455	RB	20
42	8	1214.84898585	BB	5
43	8	2319.73983847	BB	10
44	8	2007.90242649	BB	20
45	8	660.092815324	RB	5
46	8	468.892051406	RB	10
47	8	1205.23316353	RB	20
48	9	1087.57591834	BB	5
49	9	1339.24896551	BB	10
50	9	1895.26587615	BB	20
51	9	651.772456651	RB	5
52	9	908.897414888	RB	10
53	9	1266.91915275	RB	20
54	10	1709.10209821	BB	5
55	10	2232.51450912	BB	10
56	10	1688.83813918	BB	20
57	10	672.201344004	RB	5
58	10	724.171084739	RB	10
59	10	764.588250369	RB	20
60	11	1588.47001392	BB	5
61	11	2383.73003668	BB	10
62	11	2718.17089791	BB	20
63	11	1382.83029105	RB	5
64	11	1252.93690974	RB	10
65	11	915.670606507	RB	20
66	12	1653.37394964	BB	5
67	12	1607.72028386	BB	10
68	12	2434.72384139	BB	20
69	12	916.070518667	RB	5
70	12	1177.69830903	RB	10
71	12	871.856027714	RB	20
72	13	782.501278399	BB	5
73	13	1667.88847392	BB	10
74	13	2486.24789257	BB	20
75	13	1280.90972885	RB	5
76	13	1069.44831295	RB	10
77	13	1007.55830078	RB	20
78	14	1302.97590939	BB	5
79	14	1783.23353242	BB	10
80	14	2893.38531989	BB	20
81	14	678.923449522	RB	5
82	14	1504.00101373	RB	10
83	14	935.634314508	RB	20
84	15	1160.36309062	BB	5
85	15	1700.74875463	BB	10
86	15	2632.10132524	BB	20
87	15	756.381900319	RB	5
88	15	474.817103114	RB	10
89	15	999.96305894	RB	20
90	16	912.392382043	BB	5
91	16	1535.62636203	BB	10
92	16	1478.31819569	BB	20
93	16	1352.48790845	RB	5
94	16	1185.92680491	RB	10
95	16	1013.75693483	RB	20
96	17	1221.74463455	BB	5
97	17	2193.65034302	BB	10
98	17	2460.26673831	BB	20
99	17	411.237093201	RB	5
100	17	1574.26450556	RB	10
101	17	669.710712859	RB	20
102	18	1393.24743396	BB	5
103	18	1909.82669775	BB	10
104	18	2171.48225702	BB	20
105	18	941.763195135	RB	5
106	18	1024.24916915	RB	10
107	18	616.802888748	RB	20
108	19	1901.53305013	BB	5
109	19	1424.70936593	BB	10
110	19	1940.10081443	BB	20
111	19	615.054159313	RB	5
112	19	586.161489252	RB	10
113	19	1622.06652615	RB	20
114	20	1503.05208366	BB	5
115	20	1752.76998879	BB	10
116	20	1552.36381566	BB	20
117	20	936.074336591	RB	5
118	20	1193.93193469	RB	10
119	20	1075.65231214	RB	20
