	trial	rt	condition	n_distractors
0	1	942.393438185	BB	5
1	1	1054.03345657	BB	10
2	1	2223.58849177	BB	20
3	1	340.627558923	RB	5
4	1	536.361362275	RB	10
5	1	132.572048877	RB	20
6	2	939.855782812	BB	5
7	2	1475.56269466	BB	10
8	2	1424.32360251	BB	20
9	2	620.890976213	RB	5
10	2	377.932830922	RB	10
11	2	183.990194421	RB	20
12	3	743.687531222	BB	5
13	3	1363.28637452	BB	10
14	3	1583.81080418	BB	20
15	3	352.423289835	RB	5
16	3	157.437517763	RB	10
17	3	511.422555319	RB	20
18	4	1149.74909756	BB	5
19	4	1128.74646964	BB	10
20	4	1531.22061969	BB	20
21	4	339.245490212	RB	5
22	4	529.039797779	RB	10
23	4	6.26000999041	RB	20
24	5	819.99251971	BB	5
25	5	1050.60464777	BB	10
26	5	1876.56762775	BB	20
27	5	152.282518688	RB	5
28	5	264.284143379	RB	10
29	5	502.464217531	RB	20
30	6	747.900667447	BB	5
31	6	1229.68960713	BB	10
32	6	2012.30714716	BB	20
33	6	589.397812794	RB	5
34	6	136.731313548	RB	10
35	6	539.587100822	RB	20
36	7	717.307982055	BB	5
37	7	984.829688278	BB	10
38	7	1923.39963923	BB	20
39	7	635.173949892	RB	5
40	7	584.562476748	RB	10
41	7	725.872095388	RB	20
42	8	305.809604697	BB	5
43	8	1101.43337435	BB	10
44	8	2078.12688203	BB	20
45	8	536.346998107	RB	5
46	8	214.037679427	RB	10
47	8	94.6011275442	RB	20
48	9	1054.57112088	BB	5
49	9	1147.76963351	BB	10
50	9	1617.94231441	BB	20
51	9	13.1480998086	RB	5
52	9	598.853178191	RB	10
53	9	797.434830083	RB	20
54	10	1527.65974883	BB	5
55	10	1157.57246459	BB	10
56	10	1627.2265409	BB	20
57	10	238.233756963	RB	5
58	10	677.182520898	RB	10
59	10	823.67182183	RB	20
60	11	1277.7098723	BB	5
61	11	1344.79714389	BB	10
62	11	1824.70303498	BB	20
63	11	594.180235759	RB	5
64	11	73.4669511431	RB	10
65	11	287.837972594	RB	20
66	12	790.515080955	BB	5
67	12	1309.27458734	BB	10
68	12	1869.22935952	BB	20
69	12	549.788603823	RB	5
70	12	453.03986233	RB	10
71	12	292.62072597	RB	20
72	13	1071.56803178	BB	5
73	13	1287.57078208	BB	10
74	13	2393.04699079	BB	20
75	13	678.834584669	RB	5
76	13	645.159666069	RB	10
77	13	653.241798848	RB	20
78	14	1062.07937948	BB	5
79	14	946.366612285	BB	10
80	14	1417.02029205	BB	20
81	14	388.33109029	RB	5
82	14	533.535963752	RB	10
83	14	550.314126288	RB	20
84	15	726.215277343	BB	5
85	15	814.414702626	BB	10
86	15	1929.32793318	BB	20
87	15	601.312360331	RB	5
88	15	950.509186662	RB	10
89	15	410.882961158	RB	20
90	16	928.447221578	BB	5
91	16	1585.99059522	BB	10
92	16	1841.80551387	BB	20
93	16	320.545703596	RB	5
94	16	243.342253892	RB	10
95	16	596.9784846	RB	20
96	17	1318.0303466	BB	5
97	17	1402.49787646	BB	10
98	17	1998.24096302	BB	20
99	17	599.191752683	RB	5
100	17	83.9485418385	RB	10
101	17	572.969314179	RB	20
102	18	1163.7320475	BB	5
103	18	2036.13197352	BB	10
104	18	1748.70557911	BB	20
105	18	344.517136281	RB	5
106	18	389.488930639	RB	10
107	18	139.412554969	RB	20
108	19	435.778235887	BB	5
109	19	1458.41975732	BB	10
110	19	1994.71318339	BB	20
111	19	528.106929306	RB	5
112	19	710.968595608	RB	10
113	19	607.078755921	RB	20
114	20	800.478022148	BB	5
115	20	940.111251322	BB	10
116	20	1713.68291618	BB	20
117	20	558.597825107	RB	5
118	20	366.397868741	RB	10
119	20	587.54024281	RB	20
