	trial	rt	condition	n_distractors
0	1	1386.39309986	BB	5
1	1	1334.04500077	BB	10
2	1	1901.34706265	BB	20
3	1	599.287599663	RB	5
4	1	856.740035044	RB	10
5	1	260.269253734	RB	20
6	2	1868.47883462	BB	5
7	2	2101.40394071	BB	10
8	2	2351.77180067	BB	20
9	2	910.100449817	RB	5
10	2	367.277363646	RB	10
11	2	1237.44238425	RB	20
12	3	1413.11160402	BB	5
13	3	1892.01569777	BB	10
14	3	1955.44644225	BB	20
15	3	495.552379858	RB	5
16	3	508.402230087	RB	10
17	3	813.873117774	RB	20
18	4	1141.95618182	BB	5
19	4	1907.90336125	BB	10
20	4	2038.27573008	BB	20
21	4	1116.90084878	RB	5
22	4	385.851868954	RB	10
23	4	950.37736069	RB	20
24	5	627.824642916	BB	5
25	5	1240.89072247	BB	10
26	5	1973.22324698	BB	20
27	5	732.002616197	RB	5
28	5	898.422703143	RB	10
29	5	505.630413897	RB	20
30	6	1509.7024676	BB	5
31	6	2357.7056127	BB	10
32	6	1923.14086763	BB	20
33	6	621.124439373	RB	5
34	6	1210.80264493	RB	10
35	6	1310.08718688	RB	20
36	7	1683.04502421	BB	5
37	7	1795.08192577	BB	10
38	7	2182.68165471	BB	20
39	7	1083.10029864	RB	5
40	7	1108.62737769	RB	10
41	7	908.988853825	RB	20
42	8	1695.81815071	BB	5
43	8	1463.62970148	BB	10
44	8	2031.38314009	BB	20
45	8	1038.92518131	RB	5
46	8	742.057052853	RB	10
47	8	260.785554994	RB	20
48	9	1172.71580677	BB	5
49	9	1737.22489544	BB	10
50	9	1442.77363743	BB	20
51	9	958.219421308	RB	5
52	9	1361.16324694	RB	10
53	9	727.227139422	RB	20
54	10	1187.31874533	BB	5
55	10	1512.41542894	BB	10
56	10	1553.37529254	BB	20
57	10	811.28769459	RB	5
58	10	1171.26275572	RB	10
59	10	1248.44529467	RB	20
60	11	1395.54580011	BB	5
61	11	2188.15619967	BB	10
62	11	1938.80361221	BB	20
63	11	694.996127449	RB	5
64	11	763.115817575	RB	10
65	11	1214.85362587	RB	20
66	12	1137.89853803	BB	5
67	12	1560.32719856	BB	10
68	12	3162.61163026	BB	20
69	12	675.353822668	RB	5
70	12	1008.03349606	RB	10
71	12	1487.95649707	RB	20
72	13	1675.81698676	BB	5
73	13	1013.88691345	BB	10
74	13	2391.61677877	BB	20
75	13	1286.84645287	RB	5
76	13	1095.19627715	RB	10
77	13	721.639486879	RB	20
78	14	1428.22939292	BB	5
79	14	2409.34371928	BB	10
80	14	2089.58386359	BB	20
81	14	997.793505462	RB	5
82	14	410.191297544	RB	10
83	14	658.85498627	RB	20
84	15	1229.51850546	BB	5
85	15	1065.56765659	BB	10
86	15	2342.06046399	BB	20
87	15	1007.49959669	RB	5
88	15	1084.57403249	RB	10
89	15	331.736175112	RB	20
90	16	1687.96719634	BB	5
91	16	1135.00390458	BB	10
92	16	2176.09694181	BB	20
93	16	214.552264277	RB	5
94	16	427.319422326	RB	10
95	16	561.449777274	RB	20
96	17	1266.95937387	BB	5
97	17	1669.88134695	BB	10
98	17	2465.2265281	BB	20
99	17	745.846997744	RB	5
100	17	577.003632227	RB	10
101	17	832.586897992	RB	20
102	18	1111.05173937	BB	5
103	18	1989.16924568	BB	10
104	18	2204.52322798	BB	20
105	18	218.647410272	RB	5
106	18	960.889570034	RB	10
107	18	1121.62457758	RB	20
108	19	611.500230774	BB	5
109	19	1714.75848682	BB	10
110	19	2678.50477873	BB	20
111	19	815.78657767	RB	5
112	19	889.091065351	RB	10
113	19	495.737587728	RB	20
114	20	1188.27196821	BB	5
115	20	1579.45490495	BB	10
116	20	1400.70318762	BB	20
117	20	132.708929453	RB	5
118	20	341.536040007	RB	10
119	20	636.104624888	RB	20
