	trial	rt	condition	n_distractors
0	1	1209.14874091	BB	5
1	1	1618.79733853	BB	10
2	1	2290.07723858	BB	20
3	1	1274.79551851	RB	5
4	1	868.830415678	RB	10
5	1	1079.44115828	RB	20
6	2	1032.65258278	BB	5
7	2	1471.20278017	BB	10
8	2	2097.79392919	BB	20
9	2	1076.05568927	RB	5
10	2	374.183601505	RB	10
11	2	547.995507031	RB	20
12	3	1131.39262079	BB	5
13	3	1842.09945255	BB	10
14	3	2385.03505808	BB	20
15	3	610.781056567	RB	5
16	3	456.996754688	RB	10
17	3	843.732548238	RB	20
18	4	1478.89038699	BB	5
19	4	2006.9717046	BB	10
20	4	2165.46349143	BB	20
21	4	1292.35819263	RB	5
22	4	870.333117203	RB	10
23	4	602.36478485	RB	20
24	5	1654.52085096	BB	5
25	5	1604.12237029	BB	10
26	5	2502.18956131	BB	20
27	5	755.151129361	RB	5
28	5	800.862891893	RB	10
29	5	1143.74140842	RB	20
30	6	1233.95049553	BB	5
31	6	1906.91416927	BB	10
32	6	2417.78367476	BB	20
33	6	922.120055965	RB	5
34	6	956.668256851	RB	10
35	6	1262.99321793	RB	20
36	7	1152.63562641	BB	5
37	7	1812.39762594	BB	10
38	7	1984.72021502	BB	20
39	7	676.415754894	RB	5
40	7	876.855977866	RB	10
41	7	869.43435634	RB	20
42	8	1288.29193287	BB	5
43	8	2036.62109566	BB	10
44	8	1917.80327842	BB	20
45	8	1044.99538655	RB	5
46	8	847.602567733	RB	10
47	8	686.459066933	RB	20
48	9	1147.55682968	BB	5
49	9	2218.52897582	BB	10
50	9	2172.18110614	BB	20
51	9	1042.26239678	RB	5
52	9	806.822448951	RB	10
53	9	587.674783472	RB	20
54	10	1002.91486131	BB	5
55	10	1458.47605886	BB	10
56	10	2450.84225977	BB	20
57	10	506.894338034	RB	5
58	10	955.139047038	RB	10
59	10	469.678319911	RB	20
60	11	956.200091899	BB	5
61	11	2241.69564675	BB	10
62	11	1820.76984685	BB	20
63	11	726.094499244	RB	5
64	11	1374.30832139	RB	10
65	11	1101.8544545	RB	20
66	12	1361.21203582	BB	5
67	12	1673.72642705	BB	10
68	12	1685.21179532	BB	20
69	12	735.721305495	RB	5
70	12	1071.02396971	RB	10
71	12	565.29570212	RB	20
72	13	1110.11524523	BB	5
73	13	1848.46357076	BB	10
74	13	1899.86736527	BB	20
75	13	863.638759639	RB	5
76	13	1323.51861985	RB	10
77	13	686.630546988	RB	20
78	14	1272.05881291	BB	5
79	14	1456.35887931	BB	10
80	14	2749.49081708	BB	20
81	14	1002.14090643	RB	5
82	14	1091.55008449	RB	10
83	14	495.769858654	RB	20
84	15	1226.45871623	BB	5
85	15	2009.08485545	BB	10
86	15	2418.37005349	BB	20
87	15	1017.6010479	RB	5
88	15	1074.88182177	RB	10
89	15	603.004095935	RB	20
90	16	1203.50536794	BB	5
91	16	1856.18533956	BB	10
92	16	1776.36998742	BB	20
93	16	538.751047869	RB	5
94	16	1041.59069295	RB	10
95	16	1147.68510569	RB	20
96	17	1362.44439473	BB	5
97	17	1384.61156852	BB	10
98	17	2276.33057496	BB	20
99	17	873.049395445	RB	5
100	17	553.660530376	RB	10
101	17	301.649397273	RB	20
102	18	1271.63653498	BB	5
103	18	1626.18164865	BB	10
104	18	1955.86583916	BB	20
105	18	1038.82984236	RB	5
106	18	830.004279253	RB	10
107	18	291.798045684	RB	20
108	19	1195.3972513	BB	5
109	19	1880.54571684	BB	10
110	19	2269.95256323	BB	20
111	19	593.16458479	RB	5
112	19	936.576832354	RB	10
113	19	939.292364101	RB	20
114	20	888.940142735	BB	5
115	20	1732.25723568	BB	10
116	20	2092.02983994	BB	20
117	20	839.198274386	RB	5
118	20	883.814608386	RB	10
119	20	455.982593257	RB	20
