	trial	rt	condition	n_distractors
0	1	2002.02447176	BB	5
1	1	1712.15032858	BB	10
2	1	2353.87044163	BB	20
3	1	939.345115078	RB	5
4	1	814.301272828	RB	10
5	1	275.164023182	RB	20
6	2	1465.4349284	BB	5
7	2	2089.75981235	BB	10
8	2	1847.67789411	BB	20
9	2	931.846263498	RB	5
10	2	390.804416056	RB	10
11	2	1133.46437745	RB	20
12	3	475.695712717	BB	5
13	3	1802.11690921	BB	10
14	3	2538.1072494	BB	20
15	3	627.710049161	RB	5
16	3	1060.65654849	RB	10
17	3	886.747368085	RB	20
18	4	1535.11742373	BB	5
19	4	1757.90287766	BB	10
20	4	1465.32869053	BB	20
21	4	1387.90534969	RB	5
22	4	745.217638244	RB	10
23	4	566.314009824	RB	20
24	5	974.997774379	BB	5
25	5	1663.20479016	BB	10
26	5	1874.35110525	BB	20
27	5	854.586140567	RB	5
28	5	849.303170812	RB	10
29	5	777.243557864	RB	20
30	6	773.170257435	BB	5
31	6	1861.47006775	BB	10
32	6	2110.69712134	BB	20
33	6	453.059085718	RB	5
34	6	994.693087153	RB	10
35	6	708.442379225	RB	20
36	7	1616.8395652	BB	5
37	7	1703.32199159	BB	10
38	7	2432.31637433	BB	20
39	7	594.29879635	RB	5
40	7	669.917395549	RB	10
41	7	1055.07242419	RB	20
42	8	1338.89450542	BB	5
43	8	2232.29212629	BB	10
44	8	2377.6404524	BB	20
45	8	848.329628369	RB	5
46	8	900.299702645	RB	10
47	8	985.574253496	RB	20
48	9	1566.79151413	BB	5
49	9	1835.71792785	BB	10
50	9	2156.37857118	BB	20
51	9	925.464684835	RB	5
52	9	337.324072779	RB	10
53	9	970.997458631	RB	20
54	10	1033.32276664	BB	5
55	10	2393.56730917	BB	10
56	10	2360.6551442	BB	20
57	10	656.155971017	RB	5
58	10	673.799569131	RB	10
59	10	1190.48097727	RB	20
60	11	1558.98105963	BB	5
61	11	1488.2226509	BB	10
62	11	2393.49800949	BB	20
63	11	904.907221094	RB	5
64	11	921.376449597	RB	10
65	11	1087.63152068	RB	20
66	12	1509.37291762	BB	5
67	12	1071.28986138	BB	10
68	12	2271.7614695	BB	20
69	12	562.667943967	RB	5
70	12	626.265318817	RB	10
71	12	595.354501203	RB	20
72	13	1074.51702304	BB	5
73	13	1679.95420602	BB	10
74	13	2247.37930167	BB	20
75	13	1083.32377414	RB	5
76	13	608.477277058	RB	10
77	13	1027.85983034	RB	20
78	14	1116.00053376	BB	5
79	14	2031.00812759	BB	10
80	14	2604.83822857	BB	20
81	14	830.975388936	RB	5
82	14	684.417191059	RB	10
83	14	110.151477048	RB	20
84	15	1042.937287	BB	5
85	15	2056.06872245	BB	10
86	15	1622.11705681	BB	20
87	15	1279.86225221	RB	5
88	15	748.696640362	RB	10
89	15	1401.17462533	RB	20
90	16	1159.78451418	BB	5
91	16	1192.60710251	BB	10
92	16	2036.68272594	BB	20
93	16	800.217266459	RB	5
94	16	720.573238959	RB	10
95	16	425.745765222	RB	20
96	17	1046.02403349	BB	5
97	17	1757.22460922	BB	10
98	17	1927.43716179	BB	20
99	17	346.767276447	RB	5
100	17	1204.61781015	RB	10
101	17	576.26481136	RB	20
102	18	1193.37905219	BB	5
103	18	1359.75768451	BB	10
104	18	2221.902144	BB	20
105	18	176.819313247	RB	5
106	18	1194.72858358	RB	10
107	18	623.739601385	RB	20
108	19	1049.18217086	BB	5
109	19	1398.07214532	BB	10
110	19	1869.85074463	BB	20
111	19	1343.79764785	RB	5
112	19	911.877253237	RB	10
113	19	845.212585	RB	20
114	20	1557.19663412	BB	5
115	20	1180.13324241	BB	10
116	20	2259.08553079	BB	20
117	20	1053.82859162	RB	5
118	20	558.932074664	RB	10
119	20	708.302903845	RB	20
